Age Range,Zip Code,City,Gender,Donors,Non-Donors,ID Card Donors,ID Card Non-Donors,Driver License Donors,Driver License Non-Donors,ID Card/Driver License Donors,ID Card/Driver License Non-Donors
45-50,19702,CHRISTIANA,F,1,0,0,1,1,0,0,0
31-35,19716,NEWARK,M,3,3,0,6,3,3,0,0
31-35,19980,WOODSIDE,F,4,1,1,4,3,2,1,0
21-25,19980,WOODSIDE,M,3,2,0,5,3,2,0,0
31-35,19807,GREENVILLE,F,6,0,0,6,6,0,0,0
51-55,19731,PORT PENN,F,8,1,1,8,7,2,0,0
61-65,19952,HARRINGTON,M,159,197,12,344,147,209,3,7
41-45,19930,BETHANY BEACH,M,10,10,0,20,10,10,0,0
16-17,19901,LEIPSIC,F,1,0,0,1,1,0,0,0
21-25,19808,MARSHALLTON,M,2,1,0,3,2,1,0,1
26-30,19971,DEWEY BEACH,M,8,0,1,7,7,1,1,0
26-30,19732,ROCKLAND,M,4,1,0,5,4,1,0,0
45-50,19953,HARTLY,M,54,77,3,128,51,80,5,0
51-55,19934,CAMDEN-WYOMING,F,40,22,2,60,38,24,1,0
26-30,19702,CHRISTIANA,M,1,0,0,1,1,0,0,0
41-45,19980,WOODSIDE,M,3,5,0,8,3,5,0,1
26-30,19980,WOODSIDE,F,5,4,0,9,5,4,0,1
45-50,19930,BETHANY BEACH,F,23,8,1,30,22,9,1,0
66-70,19931,BETHEL,M,5,2,0,7,5,2,0,0
36-40,19899,WILMINGTON,M,1,0,0,1,1,0,0,0
41-45,19807,GREENVILLE,M,5,0,0,5,5,0,0,0
71+,19733,SAINT GEORGES,M,4,7,0,11,4,7,0,0
56-60,19733,SAINT GEORGES,M,6,5,0,11,6,5,0,0
45-50,19804,NEWPORT,M,9,3,1,11,8,4,0,0
61-65,19807,GREENVILLE,M,4,1,0,5,4,1,0,0
71+,19805,ELSMERE,M,5,14,0,19,5,14,0,2
45-50,19966,LONG NECK,F,2,0,0,2,2,0,0,0
51-55,19973,BLADES,F,2,1,0,3,2,1,0,0
36-40,19735,WINTERTHUR,M,0,1,0,1,0,1,0,0
36-40,19733,SAINT GEORGES,M,2,9,0,11,2,9,0,0
61-65,19971,REHOBOTH,F,14,4,0,18,14,4,0,0
18-20,19980,WOODSIDE,F,2,1,0,3,2,1,0,0
71+,19733,ST GEORGES,F,3,1,0,4,3,1,0,0
18-20,19730,ODESSA,M,6,3,0,9,6,3,0,0
56-60,19731,PORT PENN,M,1,7,0,8,1,7,0,0
45-50,19951,HARBESON,F,42,16,0,58,42,16,0,1
71+,19733,ST GEORGES,M,2,2,0,4,2,2,0,0
51-55,19803,TALLEYVILLE,F,14,5,0,19,14,5,0,0
21-25,19931,BETHEL,F,4,3,0,7,4,3,0,0
71+,19962,MAGNOLIA,F,302,346,11,637,291,357,3,3
51-55,19806,WILIMGTON,M,0,1,0,1,0,1,0,0
51-55,19733,SAINT GEORGES,F,4,3,0,7,4,3,0,0
45-50,19971,REHOBOTH,M,2,4,0,6,2,4,0,0
51-55,19735,WINTERTHUR,M,2,0,0,2,2,0,0,0
51-55,19730,ODESSA,F,13,7,0,20,13,7,0,0
16-17,19733,SAINT GEORGES,F,1,0,0,1,1,0,0,0
66-70,19958,LEWES,F,1274,567,6,1835,1268,573,5,2
61-65,19938,CLAYTON,F,146,147,2,291,144,149,2,4
66-70,19707,HOCKESSIN,F,358,214,1,571,357,215,2,4
51-55,19960,LINCOLN,F,126,121,5,242,121,126,6,3
45-50,19801,WILMINGTON,F,164,275,38,401,126,313,18,29
41-45,19934,WYOMING,M,20,19,1,38,19,20,2,0
71+,19947,GEORGETOWN,M,384,593,15,962,369,608,5,12
16-17,19968,MILTON,F,26,17,1,42,25,18,1,4
61-65,19732,ROCKLAND,M,3,3,0,6,3,3,0,0
71+,19970,OCEAN VIEW,M,644,504,11,1137,633,515,6,6
66-70,19702,NEWARK,M,489,585,11,1063,478,596,4,13
66-70,19803,WILMINGTON,F,516,286,4,798,512,290,3,4
36-40,19730,ODESSA,F,9,3,0,12,9,3,1,0
71+,19713,NEWARK,F,783,1014,66,1731,717,1080,15,17
41-45,19953,HARTLY,F,65,43,3,105,62,46,3,1
18-20,19802,WILMINGTON,F,178,237,29,386,149,266,53,65
61-65,19970,OCEAN VIEW,M,240,149,5,384,235,154,2,3
41-45,19934,WYOMING,F,32,18,2,48,30,20,1,1
56-60,19934,CAMDEN-WYOMING,F,38,41,0,79,38,41,2,1
36-40,19966,MILLSBORO,F,484,324,27,781,457,351,30,27
26-30,19964,MARYDEL,F,25,16,1,40,24,17,2,2
26-30,19979,VIOLA,F,19,7,1,25,18,8,4,1
41-45,19966,MILLSBORO,M,309,340,22,627,287,362,26,33
71+,19904,DOVER,F,874,1207,51,2030,823,1258,6,23
21-25,19956,LAUREL,F,355,210,34,531,321,244,42,45
26-30,19973,SEAFORD,M,464,441,55,850,409,496,52,82
16-17,19904,DOVER,M,55,53,4,104,51,57,5,5
21-25,19713,NEWARK,M,521,471,54,938,467,525,87,100
31-35,19804,WILMINGTON,F,373,239,34,578,339,273,29,29
71+,19960,LINCOLN,F,153,214,10,357,143,224,4,7
41-45,19707,HOCKESSIN,M,278,203,3,478,275,206,7,8
66-70,19946,FREDERICA,F,89,60,1,148,88,61,0,2
56-60,19808,WILMINGTON,M,778,687,29,1436,749,716,22,17
18-20,19810,WILMINGTON,F,288,116,13,391,275,129,15,16
66-70,19939,DAGSBORO,M,179,141,4,316,175,145,2,2
18-20,19946,FREDERICA,M,29,40,1,68,28,41,2,8
61-65,19967,MILLVILLE,M,72,33,1,104,71,34,1,0
31-35,19970,OCEAN VIEW,M,93,51,7,137,86,58,4,7
71+,19940,DELMAR,M,127,223,2,348,125,225,1,2
21-25,19803,TALLEYVILLE,F,5,2,0,7,5,2,0,1
51-55,19945,FRANKFORD,F,153,112,3,262,150,115,2,5
26-30,19956,LAUREL,M,300,267,24,543,276,291,32,55
16-17,19953,HARTLY,F,15,3,1,17,14,4,1,1
56-60,19956,LAUREL,F,337,280,8,609,329,288,5,7
21-25,19956,LAUREL,M,287,243,36,494,251,279,46,53
21-25,19809,WILMINGTON,F,217,145,24,338,193,169,26,30
71+,19810,WILMINGTON,M,823,856,31,1648,792,887,11,10
41-45,19804,NEWPORT,M,5,7,0,12,5,7,1,1
56-60,19938,CLAYTON,F,191,162,5,348,186,167,1,7
31-35,19950,FARMINGTON,M,0,1,0,1,0,1,0,0
21-25,19968,MILTON,M,169,132,19,282,150,151,25,25
51-55,19802,WILMINTON,M,0,1,0,1,0,1,0,0
45-50,19971,REHOBOTH BEACH,F,216,94,2,308,214,96,7,4
71+,19951,HARBESON,F,89,81,3,167,86,84,1,2
16-17,19977,SMYRNA,M,76,70,6,140,70,76,7,6
16-17,19973,SEAFORD,F,51,44,3,92,48,47,8,3
26-30,19966,MILLSBORO,F,501,302,39,764,462,341,51,43
71+,19966,MILLSBORO,F,1497,1596,44,3049,1453,1640,9,18
71+,19809,WILMINGTON,M,283,319,22,580,261,341,8,6
51-55,19709,MIDDLETOWN,M,945,778,20,1703,925,798,26,21
18-20,19970,OCEAN VIEW,F,49,11,2,58,47,13,4,0
21-25,19953,HARTLY,M,55,61,6,110,49,67,9,10
61-65,19939,DAGSBORO,F,220,119,1,338,219,120,0,2
66-70,19934,CAMDEN WYO,M,1,2,0,3,1,2,0,0
18-20,19945,FRANKFORD,M,65,59,6,118,59,65,8,15
36-40,19938,CLAYTON,F,231,156,11,376,220,167,7,6
51-55,19953,HARTLY,F,106,66,5,167,101,71,7,0
51-55,19930,BETHANY BEACH,F,38,12,1,49,37,13,1,1
71+,19951,HARBESON,M,77,88,1,164,76,89,0,1
31-35,19806,WILMINGTON,F,383,93,12,464,371,105,14,6
21-25,19960,LINCOLN,F,118,119,13,224,105,132,13,18
71+,19960,LINCOLN,M,120,201,8,313,112,209,4,4
56-60,19953,HARTLY,M,84,109,5,188,79,114,3,3
45-50,19936,CHESWOLD,F,7,4,1,10,6,5,1,0
36-40,19807,GREENVILLE,F,2,3,0,5,2,3,0,0
26-30,19940,DELMAR,F,137,68,8,197,129,76,10,7
36-40,19703,CLAYMONT,F,291,325,18,598,273,343,18,27
31-35,19803,WILMINGTON,M,384,170,6,548,378,176,11,12
21-25,19971,DEWEY BEACH,M,6,2,1,7,5,3,1,0
36-40,19947,GEORGETOWN,M,242,396,31,607,211,427,27,53
71+,19941,ELLENDALE,F,46,74,2,118,44,76,1,0
61-65,19941,ELLENDALE,M,44,58,2,100,42,60,1,4
56-60,19971,REHOBOTH BCH,M,14,10,0,24,14,10,0,0
21-25,19950,GREENWOOD,M,145,130,12,263,133,142,24,27
31-35,19703,CLAYMONT,F,361,361,22,700,339,383,29,45
71+,19731,PORT PENN,M,7,2,0,9,7,2,0,0
36-40,19956,LAUREL,F,302,224,21,505,281,245,16,19
66-70,19940,DELMAR,F,91,89,0,180,91,89,0,1
36-40,19805,WILMINGTON,F,802,726,95,1433,707,821,67,100
51-55,19713,NEWARK,F,507,478,19,966,488,497,13,26
26-30,19960,LINCOLN,F,135,106,14,227,121,120,13,23
51-55,19804,WILMINGTON,M,299,333,27,605,272,360,17,20
26-30,19802,WILMINGTON,F,402,583,71,914,331,654,59,145
21-25,19975,SELBYVILLE,M,121,81,8,194,113,89,14,13
45-50,19702,NEWARK,M,797,957,40,1714,757,997,43,72
41-45,19711,NEWARK,F,717,409,16,1110,701,425,11,15
41-45,19947,GEORGETOWN,F,216,249,9,456,207,258,10,25
51-55,19963,MILFORD,F,350,268,13,605,337,281,9,9
36-40,19946,FREDERICA,M,77,82,6,153,71,88,6,7
31-35,19711,NEWARK,F,1013,588,48,1553,965,636,47,51
56-60,19954,HOUSTON,F,31,38,1,68,30,39,0,1
21-25,19944,FENWICK ISLAND,F,6,0,0,6,6,0,0,0
26-30,19930,BETHANY BEACH,M,21,7,3,25,18,10,3,2
61-65,19807,WILMINGTON,M,184,111,2,293,182,113,2,1
51-55,19950,GREENWOOD,F,152,101,7,246,145,108,7,0
51-55,19713,NEWARK,M,482,518,24,976,458,542,20,38
66-70,19950,GREENWOOD,F,119,136,2,253,117,138,1,1
18-20,19958,LEWES,M,166,90,13,243,153,103,23,20
31-35,19960,LINCOLN,M,117,120,17,220,100,137,10,20
36-40,19709,MIDDLETOWN,F,1055,684,27,1712,1028,711,29,42
31-35,19954,HOUSTON,M,32,22,5,49,27,27,7,3
16-17,19945,FRANKFORD,F,28,14,3,39,25,17,5,1
31-35,19803,TALLEYVILLE,F,13,6,1,18,12,7,2,0
66-70,19901,DOVER,M,337,407,13,731,324,420,5,9
45-50,19730,ODESSA,M,11,10,0,21,11,10,1,1
21-25,19934,CAMDEN WYO,F,4,1,1,4,3,2,1,0
71+,19963,MILFORD,M,583,745,22,1306,561,767,7,15
71+,19934,CAMDEN WYOMING,M,211,253,6,458,205,259,3,4
36-40,19973,SEAFORD,M,354,471,46,779,308,517,28,51
18-20,19936,CHESWOLD,F,4,1,0,5,4,1,1,1
61-65,19943,FELTON,M,202,233,7,428,195,240,7,6
71+,19954,HOUSTON,F,30,71,3,98,27,74,1,0
51-55,19720,NEW CASTLE,F,978,1248,51,2175,927,1299,26,55
16-17,19940,DELMAR,M,24,14,0,38,24,14,3,0
66-70,19808,WILMINGTON,M,549,517,9,1057,540,526,8,7
21-25,19808,WILMINGTON,F,703,418,42,1079,661,460,64,61
26-30,19703,CLAYMONT,F,350,354,23,681,327,377,29,60
31-35,19940,DELMAR,M,143,95,14,224,129,109,10,8
31-35,19951,HARBESON,F,30,13,3,40,27,16,1,2
66-70,19951,HARBESON,M,42,45,2,85,40,47,2,2
21-25,19732,ROCKLAND,F,3,1,1,3,2,2,1,0
31-35,19944,FENWICK ISLAND,M,11,2,0,13,11,2,0,0
61-65,19934,CAMDEN WYO,F,2,3,0,5,2,3,0,0
41-45,19964,MARYDEL,M,15,25,1,39,14,26,3,3
26-30,19941,ELLENDALE,F,60,50,9,101,51,59,10,10
41-45,19803,TALLEYVILLE,F,4,5,0,9,4,5,0,1
66-70,19966,MILLSBORO,F,972,646,12,1606,960,658,1,9
66-70,19941,ELLENDALE,M,36,42,0,78,36,42,0,2
31-35,19977,SMYRNA,M,457,359,43,773,414,402,53,43
56-60,19939,DAGSBORO,F,199,118,4,313,195,122,3,5
18-20,19938,CLAYTON,F,118,64,9,173,109,73,11,4
36-40,19802,WILMINGTON,M,340,574,92,822,248,666,46,99
51-55,19805,ELSMERE,F,13,15,3,25,10,18,1,1
21-25,19946,FREDERICA,F,90,71,8,153,82,79,10,9
45-50,19938,CLAYTON,F,193,157,6,344,187,163,4,4
21-25,19958,LEWES,F,367,127,26,468,341,153,27,22
51-55,19703,CLAYMONT,M,232,243,16,459,216,259,7,14
56-60,19947,GEORGETOWN,F,298,259,6,551,292,265,6,5
45-50,19939,DAGSBORO,F,125,76,4,197,121,80,3,3
16-17,19943,FELTON,M,25,23,2,46,23,25,3,2
71+,19730,ODESSA,M,28,19,0,47,28,19,1,0
41-45,19975,SELBYVILLE,M,88,75,6,157,82,81,5,5
31-35,19956,LAUREL,M,267,264,27,504,240,291,40,32
16-17,19804,WILMINGTON,F,55,23,4,74,51,27,6,8
41-45,19939,DAGSBORO,M,84,88,4,168,80,92,3,3
31-35,19934,CAMDEN WYOMING,F,160,78,9,229,151,87,7,9
56-60,19950,GREENWOOD,M,119,172,4,287,115,176,1,7
31-35,19973,SEAFORD,F,451,403,35,819,416,438,32,58
66-70,19953,HARTLY,M,45,64,1,108,44,65,0,0
45-50,19808,WILMINGTON,M,643,545,26,1162,617,571,22,29
61-65,19709,MIDDLETOWN,M,612,588,18,1182,594,606,15,15
18-20,19971,REHOBOTH BEACH,M,76,52,10,118,66,62,9,10
56-60,19901,DOVER,M,485,515,38,962,447,553,29,36
51-55,19939,DAGSBORO,M,96,115,5,206,91,120,5,10
66-70,19934,WYOMING,F,17,14,1,30,16,15,0,0
56-60,19945,FRANKFORD,M,154,183,7,330,147,190,5,6
21-25,19934,CAMDEN WYOMING,F,187,105,17,275,170,122,27,10
61-65,19953,HARTLY,F,75,68,5,138,70,73,2,0
51-55,19810,WILMINGTON,F,630,308,10,928,620,318,8,2
18-20,19964,MARYDEL,M,13,12,1,24,12,13,4,5
26-30,19701,BEAR,M,897,747,70,1574,827,817,70,97
18-20,19809,WILMINGTON,F,127,75,3,199,124,78,6,16
26-30,19968,MILTON,M,191,124,10,305,181,134,15,22
26-30,19902,DOVER AFB,M,25,6,1,30,24,7,1,0
56-60,19940,DELMAR,M,96,122,1,217,95,123,0,4
18-20,19954,HOUSTON,M,10,15,0,25,10,15,2,0
61-65,19947,GEORGETOWN,F,322,264,6,580,316,270,2,3
71+,19806,WILMINGTON,M,317,261,26,552,291,287,7,4
16-17,19801,WILMINGTON,M,4,17,1,20,3,18,2,5
16-17,19967,MILLVILLE,M,5,1,0,6,5,1,1,0
31-35,19933,BRIDGEVILLE,M,135,169,20,284,115,189,17,28
71+,19944,FENWICK ISLAND,M,62,44,0,106,62,44,1,0
51-55,19934,CAMDEN-WYOMING,M,32,22,2,52,30,24,2,1
16-17,19810,WILMINGTON,F,88,30,0,118,88,30,1,1
36-40,19946,FREDERICA,F,86,88,8,166,78,96,3,14
21-25,19973,BLADES,F,1,0,1,0,0,1,0,0
26-30,19950,GREENWOOD,M,134,105,11,228,123,116,14,14
36-40,19945,FRANKFORD,M,130,123,9,244,121,132,9,8
36-40,19711,NEWARK,F,834,478,45,1267,789,523,37,35
26-30,19970,OCEAN VIEW,F,92,34,5,121,87,39,4,1
45-50,19904,DOVER,M,464,559,45,978,419,604,42,50
61-65,19943,FELTON,F,245,232,7,470,238,239,8,3
41-45,19979,VIOLA,M,11,11,2,20,9,13,1,0
36-40,19801,WILMINGTON,F,244,320,62,502,182,382,34,52
51-55,19808,WILMINGTON,F,878,476,23,1331,855,499,16,19
26-30,19946,FREDERICA,F,77,58,4,131,73,62,7,10
66-70,19938,CLAYTON,F,108,157,2,263,106,159,1,2
21-25,19952,HARRINGTON,F,219,138,10,347,209,148,25,19
71+,19971,REHOBOTH BCH,F,9,16,1,24,8,17,0,0
21-25,19958,LEWES,M,318,180,22,476,296,202,33,34
71+,19963,MILFORD,F,689,852,37,1504,652,889,14,14
18-20,19703,CLAYMONT,F,115,106,7,214,108,113,14,17
66-70,19933,BRIDGEVILLE,M,140,171,4,307,136,175,4,5
36-40,19977,SMYRNA,F,578,426,32,972,546,458,31,27
66-70,19930,BETHANY BEACH,F,143,57,0,200,143,57,1,0
41-45,19945,FRANKFORD,M,92,96,10,178,82,106,12,12
45-50,19806,WILMINGTON,M,184,93,5,272,179,98,3,6
36-40,19934,CAMDEN-WYOMING,F,17,8,0,25,17,8,1,3
21-25,19968,MILTON,F,207,97,14,290,193,111,21,13
18-20,19952,HARRINGTON,M,99,95,5,189,94,100,18,11
45-50,19734,TOWNSEND,M,253,234,10,477,243,244,11,13
45-50,19956,LAUREL,M,210,257,14,453,196,271,13,15
61-65,19971,REHOBOTH BCH,F,13,10,0,23,13,10,0,0
51-55,19962,MAGNOLIA,F,267,209,10,466,257,219,7,6
26-30,19730,ODESSA,M,5,3,1,7,4,4,0,1
45-50,19963,MILFORD,M,254,308,12,550,242,320,11,23
45-50,19706,DELAWARE CITY,M,25,26,5,46,20,31,3,5
21-25,19808,MARSHALLTON,F,4,3,2,5,2,5,2,1
16-17,19809,WILMINGTON,F,28,12,3,37,25,15,3,2
26-30,19717,NEWARK,F,6,3,0,9,6,3,0,0
26-30,19950,GREENWOOD,F,145,81,10,216,135,91,11,11
18-20,19966,MILLSBORO,F,234,147,25,356,209,172,39,36
26-30,19731,PORT PENN,M,3,3,0,6,3,3,0,0
36-40,19803,WILMINGTON,M,396,204,9,591,387,213,11,10
45-50,19703,CLAYMONT,F,266,233,16,483,250,249,9,9
26-30,19934,CAMDEN WYOMING,M,153,108,20,241,133,128,26,16
61-65,19973,BLADES,F,0,2,0,2,0,2,0,0
18-20,19803,WILMINGTON,M,232,124,6,350,226,130,9,5
36-40,19971,DEWEY BEACH,M,2,2,0,4,2,2,0,0
16-17,19904,DOVER,F,80,65,6,139,74,71,7,9
31-35,19945,FRANKFORD,F,148,96,14,230,134,110,14,7
18-20,19805,ELSMERE,M,4,10,0,14,4,10,2,1
56-60,19732,ROCKLAND,M,5,1,0,6,5,1,0,0
31-35,19970,OCEAN VIEW,F,90,29,1,118,89,30,4,4
31-35,19707,HOCKESSIN,F,305,127,11,421,294,138,7,7
31-35,19936,CHESWOLD,F,9,4,1,12,8,5,4,0
45-50,19802,WILMINGTON,F,351,460,39,772,312,499,20,37
56-60,19809,WILMINGTON,M,309,218,19,508,290,237,11,5
31-35,19731,PORT PENN,M,7,5,1,11,6,6,1,1
26-30,19731,PORT PENN,F,8,0,0,8,8,0,1,0
21-25,19939,DAGSBORO,F,111,56,11,156,100,67,10,5
45-50,19805,ELSMERE,F,10,4,3,11,7,7,0,0
21-25,19802,WILMINGTON,M,296,520,50,766,246,570,57,162
56-60,19720,NEW CASTLE,M,834,1230,68,1996,766,1298,42,71
41-45,19803,WILMINGTON,F,430,187,6,611,424,193,4,5
66-70,19933,BRIDGEVILLE,F,186,169,2,353,184,171,0,0
51-55,19960,LINCOLN,M,114,141,6,249,108,147,10,11
21-25,19904,DOVER,F,640,546,68,1118,572,614,90,139
36-40,19709,MIDDLETOWN,M,842,672,36,1478,806,708,33,36
21-25,19950,GREENWOOD,F,132,88,10,210,122,98,13,11
26-30,19939,DAGSBORO,F,117,61,10,168,107,71,9,12
61-65,19801,WILMINGTON,M,153,266,27,392,126,293,14,19
51-55,19809,WILMINGTON,F,335,198,13,520,322,211,4,7
45-50,19934,CAMDEN-WYOMING,M,23,24,1,46,22,25,0,0
56-60,19934,CAMDEN WYOMING,M,197,148,9,336,188,157,5,4
18-20,19977,SMYRNA,M,213,220,20,413,193,240,31,37
45-50,19904,DOVER,F,559,487,31,1015,528,518,18,21
16-17,19966,MILLSBORO,F,73,39,6,106,67,45,10,7
45-50,19973,SEAFORD,F,366,380,18,728,348,398,14,24
71+,19938,CLAYTON,F,155,285,11,429,144,296,0,5
51-55,19809,WILMINGTON,M,278,197,18,457,260,215,14,14
31-35,19807,WILMINGTON,F,89,57,4,142,85,61,5,6
51-55,19904,DOVER DE,F,1,0,0,1,1,0,1,0
56-60,19964,MARYDEL,F,32,27,0,59,32,27,0,2
45-50,19809,WILMINGTON,F,305,171,15,461,290,186,11,9
66-70,19934,WYOMING,M,17,22,0,39,17,22,0,0
36-40,19956,LAUREL,M,212,327,30,509,182,357,26,34
18-20,19804,WILMINGTON,F,153,115,15,253,138,130,23,20
45-50,19808,WILMINGTON,F,757,404,22,1139,735,426,15,11
26-30,19934,CAMDEN,M,55,57,9,103,46,66,8,7
71+,19706,DELAWARE CITY,F,39,63,1,101,38,64,0,2
45-50,19975,SELBYVILLE,M,130,106,9,227,121,115,4,8
41-45,19904,DOVER,M,426,508,41,893,385,549,34,54
45-50,19938,CLAYTON,M,166,170,5,331,161,175,6,11
41-45,19946,FREDERICA,M,73,72,9,136,64,81,11,8
45-50,19934,CAMDEN-WYOMING,F,28,13,0,41,28,13,0,1
56-60,19954,HOUSTON,M,32,38,1,69,31,39,1,2
21-25,19962,MAGNOLIA,F,267,180,13,434,254,193,30,35
18-20,19731,PORT PENN,M,4,3,2,5,2,5,2,1
61-65,19963,MILFORD,M,305,333,11,627,294,344,8,10
61-65,19940,DELMAR,F,90,88,0,178,90,88,0,2
16-17,19806,WILMINGTON,F,21,2,1,22,20,3,1,0
61-65,19703,CLAYMONT,F,265,236,14,487,251,250,6,3
51-55,19808,WILMINGTON,M,643,564,27,1180,616,591,17,23
18-20,19947,GEORGETOWN,M,155,203,12,346,143,215,25,58
51-55,19734,TOWNSEND,M,274,258,8,524,266,266,5,9
36-40,19938,CLAYTON,M,184,173,10,347,174,183,12,15
21-25,19960,LINCOLN,M,126,135,20,241,106,155,21,24
61-65,19804,WILMINGTON,M,265,284,11,538,254,295,5,10
56-60,19958,LEWES,F,806,328,18,1116,788,346,11,7
56-60,19934,CAMDEN,F,52,47,1,98,51,48,0,2
41-45,19938,CLAYTON,M,184,186,7,363,177,193,9,11
41-45,19963,MILFORD,M,243,286,15,514,228,301,10,29
51-55,19933,BRIDGEVILLE,F,139,166,5,300,134,171,5,10
51-55,19977,SMYRNA,F,444,403,21,826,423,424,14,12
66-70,19930,BETHANY BEACH,M,123,44,0,167,123,44,1,1
31-35,19955,KENTON,F,8,7,1,14,7,8,1,1
45-50,19934,CAMDEN WYO,F,11,5,0,16,11,5,1,0
56-60,19807,WILMINGTON,F,227,82,1,308,226,83,2,0
41-45,19805,WILMINGTON,F,591,610,79,1122,512,689,51,81
18-20,19713,NEWARK,M,226,240,26,440,200,266,48,43
66-70,19962,MAGNOLIA,M,157,154,4,307,153,158,3,4
26-30,19962,MAGNOLIA,M,226,205,26,405,200,231,29,36
56-60,19956,LAUREL,M,242,356,15,583,227,371,9,13
66-70,19720,NEW CASTLE,F,635,844,25,1454,610,869,6,17
56-60,19730,ODESSA,F,15,0,1,14,14,1,1,0
18-20,19938,CLAYTON,M,107,97,11,193,96,108,15,9
41-45,19963,MILFORD,F,295,230,20,505,275,250,10,27
31-35,19938,CLAYTON,F,216,121,8,329,208,129,8,6
41-45,19801,WILMINGTON,F,175,257,40,392,135,297,14,31
36-40,19805,ELSMERE,F,16,10,0,26,16,10,0,1
61-65,19904,DOVER,F,587,597,11,1173,576,608,6,7
45-50,19713,NEWARK,F,544,417,23,938,521,440,17,19
21-25,19951,HARBESON,M,24,21,2,43,22,23,6,5
66-70,19977,SMYRNA,F,345,342,7,680,338,349,2,3
18-20,19807,WILMINGTON,M,124,43,1,166,123,44,4,4
31-35,19803,TALLEYVILLE,M,12,11,1,22,11,12,2,1
41-45,19720,NEW CASTLE,M,707,1110,88,1729,619,1198,81,133
18-20,19968,MILTON,M,115,60,17,158,98,77,25,11
45-50,19810,WILMINGTON,M,431,352,9,774,422,361,8,13
31-35,19805,WILMINGTON,F,883,746,127,1502,756,873,96,124
71+,19953,HARTLY,F,87,150,5,232,82,155,0,1
31-35,19940,DELMAR,F,134,81,8,207,126,89,6,6
26-30,19702,NEWARK,F,1266,1188,96,2358,1170,1284,107,184
56-60,19703,CLAYMONT,F,294,226,11,509,283,237,3,7
61-65,19934,CAMDEN WYO,M,0,1,0,1,0,1,0,0
18-20,19956,LAUREL,F,183,104,12,275,171,116,13,11
45-50,19952,HARRINGTON,F,208,146,16,338,192,162,13,5
36-40,19934,CAMDEN-WYOMING,M,12,9,2,19,10,11,1,0
41-45,19807,WILMINGTON,F,142,59,1,200,141,60,3,3
66-70,19904,DOVER,F,484,504,10,978,474,514,5,5
45-50,19971,DEWEY BEACH,F,6,1,0,7,6,1,0,0
45-50,19941,ELLENDALE,F,42,49,3,88,39,52,2,4
18-20,19711,NEWARK,M,456,260,14,702,442,274,23,44
26-30,19973,SEAFORD,F,510,358,43,825,467,401,45,64
71+,19958,LEWES,M,1744,1471,33,3182,1711,1504,7,11
31-35,19713,NEWARK,F,664,637,52,1249,612,689,48,85
56-60,19930,BETHANY BEACH,M,58,23,0,81,58,23,1,0
18-20,19933,BRIDGEVILLE,F,90,72,9,153,81,81,12,12
36-40,19934,CAMDEN WYOMING,F,156,83,7,232,149,90,8,7
41-45,19960,LINCOLN,F,108,105,5,208,103,110,5,8
61-65,19710,MONTCHANIN,F,6,1,0,7,6,1,0,0
66-70,19733,ST GEORGES,F,2,1,0,3,2,1,0,0
21-25,19802,WILMINGTON,F,318,463,48,733,270,511,65,123
21-25,19934,CAMDEN,F,56,37,6,87,50,43,1,8
26-30,19808,WILMINGTON,F,878,411,46,1243,832,457,51,45
41-45,19951,HARBESON,F,28,14,2,40,26,16,2,1
41-45,19933,BRIDGEVILLE,M,81,181,10,252,71,191,6,16
21-25,19703,CLAYMONT,F,227,209,20,416,207,229,26,43
56-60,19709,MIDDLETOWN,F,1007,627,11,1623,996,638,9,9
41-45,19977,SMYRNA,M,384,393,30,747,354,423,29,28
45-50,19930,BETHANY BEACH,M,22,7,0,29,22,7,0,1
21-25,19933,BRIDGEVILLE,F,160,147,14,293,146,161,25,19
51-55,19952,HARRINGTON,F,207,193,9,391,198,202,6,8
21-25,19707,HOCKESSIN,F,409,156,9,556,400,165,12,6
61-65,19956,LAUREL,F,279,291,4,566,275,295,7,2
66-70,19962,MAGNOLIA,F,199,163,4,358,195,167,0,2
16-17,19720,NEW CASTLE,F,129,112,6,235,123,118,15,25
16-17,19734,TOWNSEND,F,52,25,2,75,50,27,2,3
16-17,19977,SMYRNA,F,86,71,6,151,80,77,9,13
16-17,19810,WILMINGTON,M,57,35,2,90,55,37,3,3
66-70,19975,SELBYVILLE,F,376,238,4,610,372,242,1,0
26-30,19938,CLAYTON,M,186,135,26,295,160,161,25,17
21-25,19967,MILLVILLE,M,13,6,0,19,13,6,0,1
31-35,19901,DOVER,M,609,615,70,1154,539,685,64,95
21-25,19901,DOVER,M,558,606,75,1089,483,681,91,142
31-35,19734,TOWNSEND,M,255,181,17,419,238,198,21,14
36-40,19732,ROCKLAND,F,6,1,0,7,6,1,0,0
26-30,19947,GEORGETOWN,M,290,348,44,594,246,392,53,58
41-45,19973,SEAFORD,F,325,362,17,670,308,379,23,32
66-70,19943,FELTON,F,203,208,2,409,201,210,3,2
26-30,19971,REHOBOTH BCH,M,12,11,2,21,10,13,1,0
31-35,19939,DAGSBORO,M,90,78,6,162,84,84,7,10
31-35,19975,SELBYVILLE,M,109,81,10,180,99,91,7,6
21-25,19944,FENWICK ISLAND,M,7,1,1,7,6,2,1,0
71+,19967,MILLVILLE,M,100,62,1,161,99,63,1,1
45-50,19943,FELTON,F,249,157,10,396,239,167,8,9
