Age Range,Zip Code,City,Gender,Donors,Non-Donors,ID Card Donors,ID Card Non-Donors,Driver License Donors,Driver License Non-Donors,ID Card/Driver License Donors,ID Card/Driver License Non-Donors
56-60,19964,MARYDEL,M,29,34,2,61,27,36,1,2
45-50,19707,HOCKESSIN,M,358,256,5,609,353,261,6,8
51-55,19973,SEAFORD,F,476,412,17,871,459,429,10,22
61-65,19805,WILMINGTON,M,422,546,47,921,375,593,19,33
61-65,19706,DELAWARE CITY,F,44,30,3,71,41,33,1,1
51-55,19805,WILMINGTON,M,425,646,66,1005,359,712,28,79
16-17,19807,WILMINGTON,M,40,10,1,49,39,11,1,1
36-40,19950,GREENWOOD,M,113,106,8,211,105,114,17,15
41-45,19967,MILLVILLE,M,14,4,0,18,14,4,1,0
26-30,19734,TOWNSEND,M,249,169,28,390,221,197,33,26
16-17,19802,WILMINGTON,M,26,46,2,70,24,48,5,12
71+,19803,WILMINGTON,F,1005,886,35,1856,970,921,10,16
51-55,19952,HARRINGTON,M,166,210,12,364,154,222,6,10
61-65,19713,NEWARK,M,446,492,24,914,422,516,18,18
71+,19968,MILTON,M,647,599,15,1231,632,614,4,10
21-25,19945,FRANKFORD,M,134,86,12,208,122,98,16,16
26-30,19901,DOVER,F,752,615,63,1304,689,678,81,118
36-40,19975,SELBYVILLE,M,108,84,10,182,98,94,5,7
36-40,19904,DOVER,M,509,626,56,1079,453,682,43,69
26-30,19943,FELTON,F,292,145,21,416,271,166,23,25
31-35,19808,WILMINGTON,F,823,465,33,1255,790,498,32,34
31-35,19964,MARYDEL,F,27,6,2,31,25,8,0,1
36-40,19945,FRANKFORD,F,141,81,4,218,137,85,5,3
71+,19956,LAUREL,F,386,553,26,913,360,579,8,1
21-25,19810,WILMINGTON,M,501,264,26,739,475,290,44,36
36-40,19720,NEW CASTLE,F,1001,1114,122,1993,879,1236,97,115
18-20,19707,HOCKESSIN,M,239,125,3,361,236,128,8,9
16-17,19956,LAUREL,F,52,33,3,82,49,36,7,5
45-50,19933,BRIDGEVILLE,F,127,135,8,254,119,143,3,3
51-55,19701,BEAR,F,968,799,19,1748,949,818,13,11
66-70,19956,LAUREL,M,163,272,5,430,158,277,2,4
16-17,19960,LINCOLN,F,27,22,0,49,27,22,1,4
45-50,19971,DEWEY BEACH,M,8,4,2,10,6,6,2,0
66-70,19733,SAINT GEORGES,F,5,3,1,7,4,4,0,0
71+,19934,CAMDEN-WYOMING,F,61,82,2,141,59,84,0,0
66-70,19701,BEAR,F,547,598,11,1134,536,609,7,12
26-30,19951,HARBESON,M,25,14,2,37,23,16,3,3
56-60,19960,LINCOLN,F,123,147,4,266,119,151,4,4
41-45,19947,GEORGETOWN,M,177,333,20,490,157,353,17,31
21-25,19904,DOVER,M,553,573,78,1048,475,651,85,128
45-50,19950,GREENWOOD,M,81,110,6,185,75,116,9,5
41-45,19803,WILMINGTON,M,376,225,4,597,372,229,2,5
26-30,19934,WYOMING,M,35,17,2,50,33,19,2,2
66-70,19734,TOWNSEND,M,142,181,1,322,141,182,1,4
56-60,19951,HARBESON,F,51,35,1,85,50,36,0,1
71+,19945,FRANKFORD,M,263,367,8,622,255,375,2,6
56-60,19939,DAGSBORO,M,159,144,5,298,154,149,10,8
71+,19901,DOVER,M,750,939,31,1658,719,970,11,21
31-35,19979,VIOLA,F,21,9,0,30,21,9,2,0
26-30,19902,DOVER,M,7,4,0,11,7,4,0,1
16-17,19940,DELMAR,F,22,8,1,29,21,9,2,0
41-45,19931,BETHEL,F,2,3,0,5,2,3,0,0
26-30,19904,DOVER,F,736,649,79,1306,657,728,93,113
21-25,19801,WILMINGTON,F,171,287,29,429,142,316,40,100
56-60,19968,MILTON,F,367,191,6,552,361,197,5,7
51-55,19958,LEWES,F,567,234,15,786,552,249,13,9
45-50,19962,MAGNOLIA,M,225,202,14,413,211,216,10,19
71+,19977,SMYRNA,M,510,748,10,1248,500,758,4,12
45-50,19971,REHOBOTH BCH,F,17,4,0,21,17,4,0,1
36-40,19971,REHOBOTH BCH,F,17,8,2,23,15,10,2,1
66-70,19733,SAINT GEORGES,M,2,2,0,4,2,2,0,0
61-65,19810,WILMINGTON,F,639,368,11,996,628,379,7,4
71+,19945,FRANKFORD,F,308,350,8,650,300,358,2,3
61-65,19962,MAGNOLIA,M,161,166,5,322,156,171,5,8
61-65,19954,HOUSTON,M,29,29,1,57,28,30,1,2
21-25,19979,VIOLA,M,12,11,1,22,11,12,2,2
18-20,19963,MILFORD,F,195,127,8,314,187,135,16,20
41-45,19706,DELAWARE CITY,F,36,25,2,59,34,27,1,1
61-65,19720,NEW CASTLE,F,850,1017,41,1826,809,1058,11,27
26-30,19933,BRIDGEVILLE,F,157,133,18,272,139,151,18,26
26-30,19901,LEIPSIC,F,5,3,0,8,5,3,0,1
36-40,19963,MILFORD,M,283,331,32,582,251,363,21,28
66-70,19809,WILMINGTON,M,220,174,9,385,211,183,4,7
71+,19803,WILMINGTON,M,846,749,26,1569,820,775,10,13
16-17,19970,OCEAN VIEW,F,15,7,0,22,15,7,1,1
66-70,19971,REHOBOTH BEACH,M,439,282,4,717,435,286,5,4
45-50,19809,WILMINGTON,M,227,196,10,413,217,206,11,10
36-40,19810,WILMINGTON,F,472,306,13,765,459,319,13,18
61-65,19809,BELLEFONTE,M,5,3,0,8,5,3,1,0
18-20,19960,LINCOLN,F,81,70,9,142,72,79,17,21
61-65,19958,LEWES,M,721,463,14,1170,707,477,13,11
21-25,19733,SAINT GEORGES,M,7,7,1,13,6,8,3,0
31-35,19939,DAGSBORO,F,134,76,8,202,126,84,8,7
41-45,19901,DOVER,F,504,467,34,937,470,501,24,44
56-60,19971,REHOBOTH BEACH,F,411,162,9,564,402,171,6,4
71+,19720,NEW CASTLE,M,730,1468,54,2144,676,1522,12,33
51-55,19958,LEWES,M,413,310,18,705,395,328,11,19
36-40,19951,HARBESON,F,15,16,2,29,13,18,1,0
21-25,19706,DELAWARE CITY,F,36,13,1,48,35,14,5,3
41-45,19806,WILMINGTON,M,158,104,9,253,149,113,9,3
66-70,19960,LINCOLN,F,91,122,2,211,89,124,0,4
45-50,19703,CLAYMONT,M,192,254,18,428,174,272,10,18
41-45,19803,TALLEYVILLE,M,4,8,0,12,4,8,1,1
41-45,19952,HARRINGTON,F,207,140,9,338,198,149,10,7
16-17,19801,WILMINGTON,F,9,22,2,29,7,24,4,5
18-20,19904,DOVER,F,296,267,26,537,270,293,38,53
18-20,19941,ELLENDALE,F,22,18,3,37,19,21,4,6
51-55,19933,BRIDGEVILLE,M,125,172,15,282,110,187,6,17
26-30,19963,MILFORD,M,369,298,34,633,335,332,44,63
66-70,19934,CAMDEN-WYOMING,F,27,17,0,44,27,17,0,0
56-60,19706,DELAWARE CITY,F,47,25,3,69,44,28,0,1
61-65,19701,BEAR,M,665,734,17,1382,648,751,13,21
16-17,19901,DOVER,F,63,44,3,104,60,47,3,6
36-40,19973,SEAFORD,F,417,395,39,773,378,434,32,50
61-65,19734,TOWNSEND,F,203,167,1,369,202,168,1,2
16-17,19808,MARSHALLTON,F,2,0,1,1,1,1,1,0
51-55,19707,HOCKESSIN,F,452,211,1,662,451,212,2,5
21-25,19934,WYOMING,F,21,15,1,35,20,16,3,4
16-17,19703,CLAYMONT,M,23,21,0,44,23,21,3,6
36-40,19707,HOCKESSIN,M,253,198,6,445,247,204,8,5
56-60,19968,MILTON,M,243,226,6,463,237,232,5,16
36-40,19807,GREENVILLE,M,3,3,2,4,1,5,1,0
21-25,19709,MIDDLETOWN,F,1035,548,34,1549,1001,582,64,62
56-60,19933,BRIDGEVILLE,M,125,196,7,314,118,203,5,12
61-65,19947,GEORGETOWN,M,223,315,14,524,209,329,3,17
31-35,19967,MILLVILLE,M,16,9,2,23,14,11,1,0
26-30,19963,MILFORD,F,414,260,51,623,363,311,45,41
41-45,19807,WILMINGTON,M,113,88,1,200,112,89,3,6
21-25,19934,WYOMING,M,29,10,3,36,26,13,3,1
36-40,19975,SELBYVILLE,F,101,77,1,177,100,78,3,4
61-65,19734,TOWNSEND,M,212,203,10,405,202,213,7,4
21-25,19736,YORKLYN,F,4,0,0,4,4,0,0,0
21-25,19954,HOUSTON,F,34,15,2,47,32,17,1,1
66-70,19967,MILLVILLE,M,101,45,0,146,101,45,1,0
36-40,19706,DELAWARE CITY,M,30,33,6,57,24,39,4,6
31-35,19802,WILMINGTON,F,438,540,74,904,364,614,59,121
31-35,19941,ELLENDALE,M,58,58,8,108,50,66,7,9
36-40,19954,HOUSTON,F,27,21,3,45,24,24,4,4
61-65,19809,WILMINGTON,M,309,205,10,504,299,215,6,6
66-70,19709,MIDDLETOWN,F,579,544,7,1116,572,551,5,4
51-55,19807,WILMINGTON,M,210,107,2,315,208,109,2,2
31-35,19736,YORKLYN,M,2,1,0,3,2,1,0,0
71+,19966,MILLSBORO,M,1417,1510,40,2887,1377,1550,16,14
41-45,19966,MILLSBORO,F,387,309,18,678,369,327,22,31
45-50,19934,CAMDEN WYOMING,F,181,81,3,259,178,84,3,4
26-30,19958,LEWES,F,332,151,17,466,315,168,33,29
41-45,19940,DELMAR,F,134,76,7,203,127,83,5,2
31-35,19702,CHRISTIANA,F,0,2,0,2,0,2,0,0
26-30,19805,ELSMERE,F,20,13,3,30,17,16,4,3
41-45,19943,FELTON,F,231,137,14,354,217,151,5,12
45-50,19940,DELMAR,F,135,91,4,222,131,95,0,3
41-45,19940,DELMAR,M,110,103,8,205,102,111,5,8
31-35,19807,WILMINGTON,M,109,84,3,190,106,87,4,12
61-65,19702,NEWARK,M,703,785,25,1463,678,810,27,37
21-25,19731,PORT PENN,F,1,3,0,4,1,3,0,1
56-60,19802,WILMINGTON,M,280,502,54,728,226,556,31,51
71+,19939,DAGSBORO,F,385,407,9,783,376,416,4,2
51-55,19807,WILMINGTON,F,260,90,2,348,258,92,1,3
45-50,19954,HOUSTON,F,34,24,1,57,33,25,0,3
41-45,19804,WILMINGTON,F,323,205,27,501,296,232,20,20
36-40,19713,NEWARK,M,582,685,44,1223,538,729,47,85
56-60,19707,HOCKESSIN,F,484,265,6,743,478,271,2,3
61-65,19950,GREENWOOD,M,125,153,3,275,122,156,3,3
16-17,19941,ELLENDALE,M,7,7,2,12,5,9,3,1
71+,19711,NEWARK,M,1194,1218,52,2360,1142,1270,14,15
71+,19720,NEW CASTLE,F,916,1793,68,2641,848,1861,14,31
18-20,19939,DAGSBORO,M,54,38,3,89,51,41,6,9
16-17,19968,MILTON,M,29,13,3,39,26,16,4,1
36-40,19955,KENTON,M,4,4,1,7,3,5,0,3
45-50,19967,MILLVILLE,M,12,6,1,17,11,7,1,0
56-60,19955,KENTON,M,12,4,2,14,10,6,2,0
56-60,19973,SEAFORD,M,348,505,17,836,331,522,22,22
36-40,19936,CHESWOLD,M,9,3,3,9,6,6,1,0
31-35,19930,BETHANY BEACH,M,19,8,1,26,18,9,1,0
56-60,19931,BETHEL,F,5,8,0,13,5,8,0,0
31-35,19804,NEWPORT,F,8,4,1,11,7,5,1,0
45-50,19940,DELMAR,M,83,112,3,192,80,115,1,3
26-30,19971,REHOBOTH BEACH,F,175,75,13,237,162,88,13,20
66-70,19934,CAMDEN-WYOMING,M,16,22,0,38,16,22,0,1
36-40,19802,WILMINGTON,F,452,549,65,936,387,614,39,65
41-45,19973,SEAFORD,M,227,442,22,647,205,464,14,52
51-55,19975,SELBYVILLE,F,192,75,4,263,188,79,3,4
16-17,19946,FREDERICA,F,13,13,0,26,13,13,0,1
16-17,19804,WILMINGTON,M,27,38,1,64,26,39,4,8
36-40,19952,HARRINGTON,M,150,169,19,300,131,188,16,26
31-35,19801,WILMINGTON,F,344,438,62,720,282,500,45,67
21-25,19934,CAMDEN,M,64,45,4,105,60,49,6,10
45-50,19733,ST GEORGES,M,0,1,0,1,0,1,0,0
16-17,19958,LEWES,M,56,27,2,81,54,29,7,3
51-55,19802,WILMINGTON,F,371,521,44,848,327,565,27,31
31-35,19963,MILFORD,M,327,292,34,585,293,326,39,42
18-20,19973,SEAFORD,M,201,204,22,383,179,226,33,51
51-55,19970,OCEAN VIEW,M,133,67,9,191,124,76,12,1
18-20,19810,WILMINGTON,M,247,149,2,394,245,151,11,13
31-35,19720,NEW CASTLE,M,929,1245,134,2040,795,1379,117,222
18-20,19973,SEAFORD,F,242,207,13,436,229,220,20,35
21-25,19941,ELLENDALE,M,46,56,4,98,42,60,4,11
18-20,19806,WILMINGTON,M,57,24,3,78,54,27,5,2
21-25,19806,WILMINGTON,M,151,65,9,207,142,74,13,8
36-40,19933,BRIDGEVILLE,F,160,176,13,323,147,189,10,17
66-70,19970,OCEAN VIEW,F,404,181,1,584,403,182,1,1
26-30,19967,MILLVILLE,F,23,3,0,26,23,3,2,0
71+,19939,DAGSBORO,M,352,400,5,747,347,405,5,3
41-45,19809,WILMINGTON,F,287,178,15,450,272,193,9,12
66-70,19968,MILTON,F,509,270,4,775,505,274,0,1
45-50,19946,FREDERICA,F,86,66,2,150,84,68,3,4
51-55,19803,WILMINGTON,M,454,259,5,708,449,264,5,6
21-25,19971,REHOBOTH BEACH,F,172,68,7,233,165,75,12,11
36-40,19934,CAMDEN WYO,M,4,6,0,10,4,6,0,0
41-45,19701,BEAR,M,653,802,50,1405,603,852,40,61
71+,19971,DEWEY BEACH,F,21,13,0,34,21,13,1,0
21-25,19943,FELTON,F,259,137,13,383,246,150,26,16
36-40,19734,TOWNSEND,F,300,184,11,473,289,195,13,7
36-40,19940,DELMAR,M,102,122,3,221,99,125,1,4
61-65,19945,FRANKFORD,F,263,159,2,420,261,161,1,5
36-40,19968,MILTON,M,184,162,12,334,172,174,11,19
18-20,19703,CLAYMONT,M,95,117,6,206,89,123,12,23
51-55,19938,CLAYTON,F,186,150,2,334,184,152,4,5
26-30,19931,BETHEL,M,2,4,0,6,2,4,0,2
36-40,19702,NEWARK,M,1035,1329,85,2279,950,1414,81,140
56-60,19803,WILMINGTON,M,503,280,7,776,496,287,10,10
56-60,19943,FELTON,F,278,236,11,503,267,247,6,4
66-70,19934,CAMDEN,M,33,41,1,73,32,42,1,1
16-17,19963,MILFORD,F,62,24,3,83,59,27,6,2
56-60,19970,MILLVILLE,M,2,0,0,2,2,0,0,0
45-50,19733,ST GEORGES,F,3,0,1,2,2,1,1,0
36-40,19939,DAGSBORO,F,110,68,1,177,109,69,3,6
36-40,19809,WILMINGTON,F,295,226,19,502,276,245,12,18
21-25,19973,SEAFORD,M,372,432,51,753,321,483,61,103
66-70,19936,CHESWOLD,M,3,5,0,8,3,5,0,0
16-17,19805,WILMINGTON,F,67,68,4,131,63,72,10,19
71+,19702,NEWARK,M,604,938,30,1512,574,968,10,15
26-30,19711,NEWARK,F,1211,784,66,1929,1145,850,95,93
71+,19713,NEWARK,M,529,760,27,1262,502,787,12,11
45-50,19711,NEWARK,M,719,535,25,1229,694,560,18,20
18-20,19945,FRANKFORD,F,75,46,2,119,73,48,4,11
51-55,19943,FELTON,M,203,241,10,434,193,251,7,18
41-45,19805,ELSMERE,M,10,11,1,20,9,12,1,1
66-70,19945,FRANKFORD,F,210,165,1,374,209,166,1,1
61-65,19977,SMYRNA,M,285,370,11,644,274,381,5,10
21-25,19803,WILMINGTON,F,419,165,7,577,412,172,17,16
31-35,19947,GEORGETOWN,F,254,296,24,526,230,320,22,40
21-25,19805,WILMINGTON,F,590,645,99,1136,491,744,113,184
71+,19971,REHOBOTH,F,69,63,0,132,69,63,0,0
56-60,19810,WILMINGTON,M,576,386,15,947,561,401,13,5
71+,19901,DOVER,F,909,1339,67,2181,842,1406,11,17
61-65,19953,HARTLY,M,55,79,1,133,54,80,2,2
18-20,19707,HOCKESSIN,F,254,93,5,342,249,98,14,7
45-50,19804,WILMINGTON,F,311,206,25,492,286,231,12,16
18-20,19934,CAMDEN WYOMING,M,106,70,5,171,101,75,6,18
21-25,19964,MARYDEL,M,30,20,1,49,29,21,6,5
36-40,19955,KENTON,F,3,2,2,3,1,4,2,0
26-30,19713,NEWARK,F,737,700,71,1366,666,771,80,125
21-25,19717,NEWARK,M,4,29,0,33,4,29,0,2
31-35,19946,FREDERICA,F,102,74,7,169,95,81,10,13
26-30,19952,HARRINGTON,M,197,169,25,341,172,194,27,27
51-55,19904,DOVER,M,462,576,39,999,423,615,23,37
41-45,19934,CAMDEN WYOMING,F,128,70,7,191,121,77,6,4
45-50,19709,MIDDLETOWN,M,1006,783,25,1764,981,808,19,31
26-30,19803,WILMINGTON,M,392,190,17,565,375,207,22,19
21-25,19713,NEWARK,F,547,420,57,910,490,477,67,93
18-20,19701,BEAR,F,444,325,34,735,410,359,55,63
31-35,19709,MIDDLETOWN,F,930,522,28,1424,902,550,29,41
31-35,19934,CAMDEN-WYOMING,M,17,13,1,29,16,14,0,3
56-60,19805,WILMINGTON,F,514,575,50,1039,464,625,16,31
36-40,19901,DOVER,M,535,543,67,1011,468,610,56,81
16-17,19713,NEWARK,M,49,60,4,105,45,64,6,10
26-30,19953,HARTLY,M,74,73,8,139,66,81,11,10
18-20,19720,NEW CASTLE,M,398,571,61,908,337,632,88,164
16-17,19954,HOUSTON,M,4,2,0,6,4,2,0,0
61-65,19975,SELBYVILLE,F,335,146,2,479,333,148,3,2
18-20,19933,BRIDGEVILLE,M,73,91,4,160,69,95,12,21
31-35,19956,LAUREL,F,306,261,30,537,276,291,26,37
18-20,19951,HARBESON,M,8,14,0,22,8,14,2,5
31-35,19980,WOODSIDE,M,0,4,0,4,0,4,0,1
31-35,19712,NEWARK,M,2,1,1,2,1,2,0,0
66-70,19803,WILMINGTON,M,410,250,12,648,398,262,3,3
21-25,19734,TOWNSEND,M,230,199,13,416,217,212,22,29
45-50,19732,ROCKLAND,F,1,0,0,1,1,0,0,0
21-25,19701,BEAR,M,747,746,51,1442,696,797,95,119
45-50,19973,SEAFORD,M,305,450,23,732,282,473,23,53
41-45,19701,BEAR,F,769,711,25,1455,744,736,28,36
31-35,19973,BLADES,F,2,0,1,1,1,1,2,0
45-50,19709,MIDDLETOWN,F,1221,732,22,1931,1199,754,19,18
31-35,19805,ELSMERE,F,22,18,1,39,21,19,0,0
61-65,19802,WILMINGTON,M,252,425,31,646,221,456,17,28
21-25,19941,ELLENDALE,F,40,51,3,88,37,54,7,9
36-40,19973,BLADES,M,1,1,0,2,1,1,1,0
26-30,19706,DELAWARE CITY,F,58,23,10,71,48,33,8,4
45-50,19806,WILMINGTON,F,188,55,8,235,180,63,6,2
26-30,19960,LINCOLN,M,113,143,12,244,101,155,16,22
66-70,19807,WILMINGTON,M,180,95,2,273,178,97,2,2
36-40,19960,LINCOLN,F,125,106,7,224,118,113,5,15
61-65,19707,HOCKESSIN,M,397,261,4,654,393,265,0,3
45-50,19968,MILTON,M,161,181,9,333,152,190,7,13
45-50,19947,GEORGETOWN,M,225,346,19,552,206,365,11,36
41-45,19904,DOVER,F,561,533,27,1067,534,560,23,48
31-35,19960,LINCOLN,F,133,108,12,229,121,120,15,8
36-40,19958,LEWES,M,332,245,30,547,302,275,30,20
66-70,19805,WILMINGTON,M,302,400,30,672,272,430,9,20
45-50,19804,WILMINGTON,M,266,291,33,524,233,324,23,27
71+,19938,CLAYTON,M,140,272,3,409,137,275,2,3
41-45,19709,MIDDLETOWN,M,809,735,32,1512,777,767,35,38
16-17,19934,CAMDEN WYOMING,F,31,19,2,48,29,21,4,1
26-30,19809,WILMINGTON,M,292,217,26,483,266,243,29,44
31-35,19962,MAGNOLIA,M,237,178,28,387,209,206,23,22
51-55,19810,WILMINGTON,M,501,371,8,864,493,379,3,12
31-35,19962,MAGNOLIA,F,245,175,9,411,236,184,10,23
66-70,19810,WILMINGTON,F,536,336,5,867,531,341,4,2
21-25,19930,BETHANY BEACH,F,33,5,0,38,33,5,0,1
66-70,19802,WILMINGTON,F,232,405,10,627,222,415,5,8
36-40,19979,VIOLA,F,18,12,1,29,17,13,1,0
51-55,19966,MILLSBORO,M,412,451,37,826,375,488,22,39
45-50,19977,SMYRNA,M,400,406,23,783,377,429,16,22
45-50,19971,REHOBOTH BEACH,M,202,137,9,330,193,146,10,13
56-60,19950,GREENWOOD,F,146,149,1,294,145,150,2,4
66-70,19967,MILLVILLE,F,107,44,0,151,107,44,0,0
56-60,19971,DEWEY BEACH,M,9,6,1,14,8,7,0,0
31-35,19810,WILMINGTON,F,486,295,19,762,467,314,18,26
36-40,19947,GEORGETOWN,F,271,273,23,521,248,296,21,23
71+,19805,WILMINGTON,M,337,650,36,951,301,686,9,28
16-17,19956,LAUREL,M,32,33,2,63,30,35,2,6
21-25,19971,DEWEY BEACH,F,5,1,0,6,5,1,0,0
26-30,19707,HOCKESSIN,M,328,154,11,471,317,165,17,10
36-40,19954,HOUSTON,M,23,27,5,45,18,32,1,3
26-30,19803,TALLEYVILLE,F,13,5,0,18,13,5,2,0
31-35,19702,NEWARK,M,1160,1392,91,2461,1069,1483,104,190
66-70,19938,CLAYTON,M,101,143,3,241,98,146,1,2
31-35,19930,BETHANY BEACH,F,11,7,0,18,11,7,1,1
16-17,19938,CLAYTON,F,35,21,0,56,35,21,1,1
18-20,19934,WYOMING,M,19,10,2,27,17,12,1,2
45-50,19713,NEWARK,M,457,540,35,962,422,575,31,27
61-65,19945,FRANKFORD,M,160,163,6,317,154,169,6,4
31-35,19953,HARTLY,M,80,74,7,147,73,81,12,10
51-55,19950,GREENWOOD,M,108,140,7,241,101,147,4,5
66-70,19806,WILMINGTON,F,217,141,13,345,204,154,3,5
36-40,19966,MILLSBORO,M,402,383,38,747,364,421,40,40
61-65,19946,FREDERICA,M,86,88,6,168,80,94,1,2
31-35,19971,DEWEY BEACH,M,8,1,1,8,7,2,1,0
21-25,19809,WILMINGTON,M,218,157,26,349,192,183,28,31
45-50,19970,OCEAN VIEW,F,113,43,5,151,108,48,7,2
26-30,19934,CAMDEN,F,75,44,7,112,68,51,6,4
18-20,19702,NEWARK,M,462,491,42,911,420,533,67,100
41-45,19706,DELAWARE CITY,M,33,26,5,54,28,31,5,2
31-35,19952,HARRINGTON,M,197,180,28,349,169,208,20,24
41-45,19968,MILTON,M,159,151,6,304,153,157,8,14
36-40,19971,REHOBOTH BEACH,F,162,74,8,228,154,82,8,8
36-40,19805,ELSMERE,M,12,14,1,25,11,15,1,3
71+,19973,SEAFORD,F,750,1078,30,1798,720,1108,6,11
21-25,19955,KENTON,F,3,5,0,8,3,5,0,3
51-55,19980,WOODSIDE,F,4,2,0,6,4,2,0,0
66-70,19940,DELMAR,M,80,87,1,166,79,88,0,1
